"gene","baseMean","log2FoldChange","shrunkLFC","lfcSE","padj","effectTestPadj","svalue","maxCook","array_logFC","array_FDR_standard","array_FDR_robust","array_FDR_treat","array_mean","array_sd","array_min","array_max","direction_same","platform_difference","mean_effect","practical_selected","modern_strong","loo_medianLFC","loo_sdLFC","loo_minLFC","loo_maxLFC","loo_propFDR05","loo_medianRank","loo_worstRank","edgeR_logFC","edgeR_FDR","edgeR_rank","rank_DESeq2_effect","rank_DESeq2_FDR","rank_array_effect","rank_array_FDR","rank_product","rank_product_rank","score_effect","score_significance","score_precision","score_abundance","score_array_effect","score_array_significance","score_platform_agreement","score_loo","score_edgeR","stat_score","P_top5_weights","P_top10_weights","combined_robustness"
"CPAR2_204740",6236.0885001164,-0.794064808418075,-0.779412070212263,0.116191366486727,2.63681884693066e-10,1,0.584132565244397,0.107949105186693,-1.07160502925,0.000609381091205232,0.000621064767788965,0.999999995174279,-1.07160502925,0.238525001041248,-1.4143672805,-0.8759490885,TRUE,0.292192959037737,-0.925508549731132,FALSE,FALSE,-0.793196940625802,0.0322576639267327,-0.8339746450497,-0.725648430447923,1,1457,1591,-0.820329947885821,0.0013723612586072,1321,1097,181,352,375.5,510.491041297984,423,0.810609987903923,0.968874286702404,0.986521513737688,0.964748574390876,0.935012034808369,0.930568413256804,0.452323643769672,1,0.927630423326893,0.886254319766292,0.0016,0.0318,0.04
"CPAR2_802750",436.950449543067,0.534670248845728,0.515320933263409,0.116074321208825,3.71650189165952e-05,1,0.798918101195187,0.0288869699307933,0.564656882625,0.0112007625612829,0.011502736917959,0.999999995174279,0.564656882625,0.304546859401202,0.26852103275,0.84497630075,TRUE,0.0493359493615912,0.539988907944204,FALSE,FALSE,0.529060864245491,0.023276098552064,0.503964650962062,0.570771000298817,1,2393.5,2520,0.507314677747523,0.00419539459577017,2410,1983,638,1171,1718,1437.30222543232,1443,0.657508208052532,0.889849559052395,0.986867115949542,0.440815621219976,0.783373449361229,0.682095908165155,0.896870949824107,1,0.876515018443703,0.801543981118738,0.0016,0.029,0.04
"CPAR2_212810",6699.93657270483,1.58561656904734,1.539413394505,0.207098828307734,1.1177996163625e-12,0.0858108531791227,0.000784972040649469,0.301901039128728,1.6073476194375,0.000639089050530109,0.000733084283239597,0.118268549783924,1.6073476194375,0.413709298559316,1.12415234975,1.984435281,TRUE,0.067934224932497,1.57338050697125,FALSE,TRUE,1.56289822391598,0.0731598080993958,1.49601890662682,1.71415068196095,1,392.5,457,1.55934787215217,0.000229808443152967,355,256,99,137,389.5,216.903374385719,166,0.955935717988595,0.983053778315753,0.533264212890962,0.968031795403491,0.974819477874468,0.927976300685058,0.862618033697463,1,0.974178816089935,0.908875348105081,0.001,0.0338,0.0316227766016838
"CPAR2_700940",2721.59398238228,-2.51806594142643,-2.4454942778818,0.305698760549763,1.34295850016551e-14,4.12033246581096e-05,2.31454603582385e-07,4.98692959322486,-2.7164748604375,9.82853951516085e-06,9.98450047050812e-06,8.35397681860341e-05,-2.7164748604375,0.155057762957589,-2.9148512025,-2.580578586,TRUE,0.270980582555701,-2.58098456915965,TRUE,TRUE,-2.5041324369574,0.205502336636474,-3.07158049584629,-2.32398365191276,1,120,171,-2.54318311090806,0.000209978995908184,103,79,76,48,20,56.8472981481407,22,0.986521513737688,0.987030952792668,0.199758078451702,0.906860203905305,0.991297907794853,0.996296982040363,0.48602110720237,1,0.975935359213069,0.83663578945978,0.001,0.0044,0.0316227766016838
"CPAR2_201490",1319.67138020526,2.85273652385794,2.80140716209141,0.277790802759053,1.60026738395998e-22,3.71056064649992e-09,6.39342970340111e-12,0.621605069107738,3.531185889125,7.23843245311027e-06,7.38460257082469e-06,3.95384508898172e-05,3.531185889125,0.216787919617898,3.36422406025,3.83031554125,TRUE,0.729778727033589,3.16629652560821,TRUE,TRUE,2.81547814154822,0.0995067270978032,2.72390824259884,2.9957380991624,1,79.5,105,2.82327952682379,2.8203629045725e-05,72,49,35,12,13.5,28.8550829468975,8,0.9917055469155,0.994120698599343,0.256264040089857,0.785208225332642,0.9979633401222,0.99703758563229,0.111090538789113,1,0.994730370630599,0.792013371790172,0.001,0.0034,0.0316227766016838
"CPAR2_807930",932.903045655381,0.819137926461451,0.803905294179974,0.102055195696221,7.07889113111224e-14,1,0.588164894143436,0.0442276400145461,0.43281236975,0.00400268642780542,0.00410708258690232,0.999999995174279,0.43281236975,0.106794955718016,0.34067389975,0.56866492075,TRUE,0.371092924429974,0.618358831964987,FALSE,FALSE,0.814228513593976,0.0235195431955257,0.777288380076281,0.860749621132748,1,1359,1554,0.792567931675943,0.000209978995908184,1401,1052,82,1720,1157.5,752.078952551136,667,0.818386037670641,0.985993429016082,0.997580784517021,0.696561257992051,0.681725606369191,0.785595260137012,0.351416404369561,1,0.975935359213069,0.810354904364959,8e-04,0.0094,0.0282842712474619
"CPAR2_210700",61.6638365521606,3.55326817100486,3.49503972552402,0.3280436087252,6.12613251890019e-25,1.70256854337087e-12,1.41316272021667e-15,0.722563046319308,2.53077587425,2.62862355633077e-05,2.73531469065138e-05,0.000288846004567689,2.53077587425,0.23853139226333,2.26512005375,2.79416057775,TRUE,0.96426385127402,3.01290779988701,TRUE,TRUE,3.5710968103335,0.111694317349389,3.42166973894837,3.80431254919649,1,33,46,3.51063244719559,1.09094608703004e-05,29,15,23,56,51,30.9881078795119,10,0.997580784517021,0.996195746152516,0.164852255054432,0.0813893208916537,0.989816700610998,0.990557304202925,0.0612849472319941,1,0.996311259441419,0.697554257566996,8e-04,0.003,0.0282842712474619
"CPAR2_502670",600.47435568683,-0.445535479977248,-0.42967099275149,0.108159192314256,0.000260174920280899,1,0.83669210562194,0.0260268460877547,-0.5021292785625,0.00308467512151791,0.00315847434094412,0.999999995174279,-0.5021292785625,0.134349717064882,-0.64816293175,-0.38737797975,TRUE,0.0724582858110098,-0.465900135656995,FALSE,FALSE,-0.453998539995774,0.0210940304606264,-0.480753393441029,-0.418451940231756,1,2835.5,3031,-0.472506890293113,0.00525187817237099,2570,2377,845,1391,1006.5,1485.22408957359,1500,0.589424572317263,0.854054988760159,0.994815966822188,0.552963538966649,0.742640251805221,0.813738196630254,0.852064432512498,1,0.865273142455647,0.807219454474431,6e-04,0.0174,0.0244948974278318
"CPAR2_400700",616.160638494019,-1.03553979529362,-0.93920683907969,0.259541928508658,0.000417434223090317,1,0.215636590820691,0.186597131528618,-0.9380719164375,0.0125448405639109,0.0138070710570281,0.999999995174279,-0.9380719164375,0.575678002295584,-1.51241956575,-0.41152697825,TRUE,0.00113492264219028,-0.938639377758595,FALSE,FALSE,-1.02287415919907,0.0741602679465583,-1.16690174290396,-0.941785656265216,1,935,1166,-1.0629442617183,0.00560266213369961,836,803,915,465,1796.5,875.073673316874,800,0.861413513046484,0.841777624070552,0.300846725419043,0.562294798686712,0.914089983336419,0.667468987224588,0.997593038326236,1,0.8607061303355,0.778465644493948,6e-04,0.0028,0.0244948974278318
"CPAR2_500390",3150.89688153549,1.40620562361859,1.28358877691347,0.317013822132555,7.56926303167903e-05,1,0.0476825754281663,0.55792650893886,1.2647704683125,0.000256818607072965,0.000263023425673946,0.411318335806568,1.2647704683125,0.214472182475785,1.0382336995,1.54113884125,TRUE,0.0188183086009668,1.27417962261298,FALSE,TRUE,1.36040334905451,0.123102737944479,1.2964559063069,1.62733609575025,1,555,641,1.37894909582412,0.00552482595878202,492,406,701,234,224,374.22655875028,304,0.930015552099533,0.878955559398236,0.178849144634526,0.920684292379471,0.956859840770228,0.958711349750046,0.95704499166821,1,0.861408747584753,0.849169942031667,4e-04,0.0196,0.02
"CPAR2_804260",1083.20933030458,2.24201728806523,2.18207465630973,0.269304104094696,6.66892363525141e-15,0.000209752740873752,6.48927990148131e-07,0.699873626105419,1.93669318025,1.48899098430858e-05,1.55649836021813e-05,0.000357635856102031,1.93669318025,0.0727750018317297,1.87160102075,2.04101127725,TRUE,0.245381476059732,2.05938391827987,TRUE,TRUE,2.24392307246842,0.111347598804,2.03862693201404,2.38410503824492,1,172,205,2.21761215399586,0.000108895211241667,147,108,73,92,30,79.6149462952517,40,0.981510281665803,0.987549714680961,0.277172973907033,0.736305512355279,0.983151268283651,0.994630623958526,0.524162192186632,1,0.988055506762691,0.830282008200064,4e-04,0.004,0.02
"CPAR2_805270",787.08177990336,0.484873425474526,0.467607470730613,0.11130191648023,0.000105202946439302,1,0.823338099583799,0.0457266643774616,0.582436856125,0.00148482343077358,0.00151635078614574,0.999999995174279,0.582436856125,0.115691195424173,0.453021725,0.7026648205,TRUE,0.114829385394387,0.525022163427806,FALSE,FALSE,0.476099945369056,0.0290368280337239,0.446479612878346,0.530874483310902,1,2617.5,2843,0.454964981722945,0.00772986930916276,2680,2187,727,1121,692,1270.12346349891,1264,0.622256782443408,0.874459623033028,0.993260756868844,0.643338517366511,0.792630994260322,0.872060729494538,0.760044436215516,1,0.834182329176181,0.821359352095372,4e-04,0.0088,0.02
"CPAR2_601230",789.89834427315,2.30521381878822,1.95690305942849,0.625961347488245,0.00122246318217546,0.402892466535817,0.017026612302758,0.0631269287828262,1.984783897125,0.000709193418414905,0.000828238066700697,0.0453791873282366,1.984783897125,0.54702920474169,1.462750296,2.503310907,TRUE,0.027880837696505,1.97084347827675,TRUE,TRUE,2.2282769659907,0.233221213586896,1.80079801540078,2.67264065809002,1,150,298,2.26288592791486,0.00647372800114069,137,139,1091.5,89,425.5,239.447184982546,183,0.976153447382063,0.81134359329068,0.0502851218247797,0.644548125108001,0.983706720977597,0.920755415663766,0.937604147380115,1,0.848234674161251,0.796959027309806,4e-04,0.0084,0.02
"CPAR2_108670",980.828948730395,-0.328939970669811,-0.31025234279947,0.127401819740969,0.0269852279646235,1,0.841126828499756,0.116069150931095,-0.316168862125,0.0125241393201924,0.0127551596513094,0.999999995174279,-0.316168862125,0.105117437422366,-0.4096068665,-0.20700484625,TRUE,0.00591651932552956,-0.313210602462235,FALSE,FALSE,-0.339387216237575,0.0385290153086811,-0.390180059216744,-0.256599495693815,0.6,3459,3889,-0.354967328945866,0.0400635870495159,3220,3119,2106,2405,1792.5,2465.93015609251,2680,0.461206151719371,0.636002075047553,0.96215655780197,0.711076550889926,0.55489724125162,0.668209590816515,0.986669135345306,0.6,0.652907078868786,0.692569375749005,4e-04,0.0062,0.0154919333848297
"CPAR2_500210",1735.93421052936,0.634378244941045,0.609853965848805,0.128888393712655,9.16241712840505e-06,1,0.723818582900897,0.0950865056620832,0.6637465901875,0.0013356244946452,0.00136840767929968,0.999999995174279,0.6637465901875,0.1508296203034,0.508249211,0.79750414675,TRUE,0.0538926243386953,0.636800278018152,FALSE,FALSE,0.638759472560698,0.0367661595322567,0.573693946608487,0.688000764925617,1,1996,2311,0.60839838667228,0.0048832928868768,2028,1596,540.5,923,638,1005.96711326064,938,0.724382236046311,0.906622860107211,0.958873336789355,0.843096595818213,0.829290872060729,0.882058877985558,0.886317348639141,1,0.869664500263482,0.877811847523333,2e-04,0.0782,0.014142135623731
"CPAR2_602130",1133.39404736509,-1.07809484688686,-1.05730170356559,0.125141637102774,6.2238808526512e-16,1,0.0991579894903191,0.249789228956338,-0.78717737,0.000709193418414905,0.000729425427467284,0.999999995174279,-0.78717737,0.14759125110259,-0.9102150805,-0.60984971125,TRUE,0.270124333565595,-0.922239536782797,FALSE,TRUE,-1.08177211425263,0.0446526462879194,-1.14601041696672,-0.971287144980511,1,851.5,997,-1.10332727930157,0.000118971359170843,782,630,65,671,425.5,391.03582622522,325,0.891308104371868,0.98893307971641,0.968550198721272,0.74926559529981,0.875948898352157,0.920755415663766,0.486946861692279,1,0.987177235201124,0.874320598779854,2e-04,0.1204,0.014142135623731
"CPAR2_201370",3221.06840540352,2.14713910700875,2.04156234139423,0.348904310854507,1.61903389330171e-08,0.025170798615949,0.000235554285824549,0.508553337263137,1.865892469125,1.69048407779475e-05,1.72985620558022e-05,0.00050794545919067,1.865892469125,0.0827753901477262,1.7773927405,1.9387181755,TRUE,0.175669872269227,1.95372740525961,TRUE,TRUE,2.08034567537236,0.145349027952564,1.99271588268333,2.38390520685327,1,192,247,2.11793901751645,0.000858505197762378,166,127,269.5,95,34.5,113.240728805553,75,0.978227060653188,0.953484350683036,0.145844133402454,0.922757905650596,0.982595815589706,0.993334567672653,0.641547861507128,1,0.944317582996663,0.840234364239492,2e-04,0.002,0.014142135623731
"CPAR2_201730",523.694859136972,1.62529866480387,1.55964455456426,0.247789895717634,1.44879192754061e-09,0.171911535810384,0.00243667481205321,1.01692324839032,1.7271603139375,2.36085780226978e-05,2.41560418594756e-05,0.001238207956416,1.7271603139375,0.0834712092939459,1.62958470375,1.83163297225,TRUE,0.167515759373235,1.64340243425088,FALSE,TRUE,1.60717049943498,0.0903015410149294,1.51637658715304,1.81135140076481,1,366.5,445,1.59987138132372,0.000319127955253597,336,247,216,117,43,155.249017292306,110,0.957490927941939,0.962822064672315,0.340763780888198,0.501987212718161,0.978522495834105,0.992223662284762,0.658396593223477,1,0.965923063411207,0.817569977886018,2e-04,8e-04,0.014142135623731
"CPAR2_106060",475.103575895876,0.61241145749663,0.594996880880944,0.108443262822187,2.74048697303551e-07,1,0.774797858128054,0.0250009132952111,0.3983071919375,0.00405428868981836,0.00417841152141294,0.999999995174279,0.3983071919375,0.0729506954595266,0.330247714,0.478452082,TRUE,0.196689688943444,0.496652036409222,FALSE,FALSE,0.61198899251811,0.0193387086522795,0.585818006588786,0.644748037602549,1,2055,2304,0.586109731926101,0.00138725244014577,2104,1655,344,1890,1165,1214.05393557571,1182,0.714186970796613,0.940688224105136,0.994643165716261,0.468636599274235,0.650249953712275,0.78448435474912,0.605258285502685,1,0.926927806077639,0.787230595548218,2e-04,0.001,0.014142135623731
"CPAR2_213210",1272.50980687916,-0.303896350193365,-0.291273850729369,0.105058119502978,0.0124410370383498,1,0.856590597245519,0.0570025212970713,-0.258366130375,0.0205369140195189,0.020921307694866,0.999999995174279,-0.258366130375,0.0788493938695792,-0.33610994425,-0.1667237385,TRUE,0.0329077203543691,-0.274819990552185,FALSE,FALSE,-0.307678288062056,0.0213883498714812,-0.331317106004654,-0.262242635482097,1,3583.5,3980,-0.332001430460851,0.0391077294508,3360,3232,1776,2811,2104.5,2579.00790509111,2844,0.441679626749611,0.693065882759813,0.996025574563677,0.775185761188872,0.479725976670987,0.610442510646177,0.928531753379004,1,0.657122782364307,0.73130887425805,2e-04,0.0012,0.014142135623731
"CPAR2_400470",7863.00972718146,-1.11302911085777,-1.07005584349635,0.165858864290568,5.8655429566941e-10,1,0.107048863503607,0.189976864170933,-0.9958530845,0.000111993924467088,0.000114821281517773,0.999999995174279,-0.9958530845,0.0232632664197263,-1.023708556,-0.973151069,TRUE,0.0742027589963545,-1.03295446399818,FALSE,TRUE,-1.13597280436669,0.0566382558177596,-1.17363818831904,-1.00617260797751,1,786,1008,-1.13967588562838,0.000796506548436646,725,617,191,410,140,345.234100061564,276,0.89355451874892,0.967145080408093,0.780369794366684,0.975635044064282,0.924273282725421,0.97407887428254,0.847991112756897,1,0.947655014930617,0.92341141358705,0,0.118,0
"CPAR2_105300",9513.70043334981,1.21789748368216,1.18760693495964,0.153140905173111,1.27078715487632e-13,1,0.0270157732179928,0.216071793213521,1.0642390488125,0.00195245994785437,0.00225373506861405,0.999999995174279,1.0642390488125,0.37261674099346,0.617931702,1.49497180675,TRUE,0.123367886147137,1.12592299188607,FALSE,TRUE,1.19753426879103,0.0481977878720835,1.17055199877585,1.29844503566752,1,689,759,1.18793044288826,0.000308194757353897,666,497,83,356,810.5,380.033906089872,313,0.914290651460169,0.98582050838665,0.855365474339036,0.981337480559876,0.934271431216441,0.849842621736715,0.744306609887058,1,0.967503952222027,0.914748747756441,0,0.006,0
"CPAR2_400810",2602.57451575496,-0.993035647756362,-0.959319453980421,0.152696052703697,2.02831246561976e-09,1,0.222198418674962,0.346618877810116,-0.8856277440625,0.000973343283125772,0.000990704023806342,0.999999995174279,-0.8856277440625,0.220175497517898,-1.107076851,-0.6265740615,TRUE,0.0736917099179208,-0.92247359902146,FALSE,FALSE,-0.988154737680102,0.0571367855549885,-1.11786347160195,-0.930338109253688,1,1082,1140,-1.01675607810145,0.000693681300494462,904,776,223.5,532,526,535.107466850561,443,0.866079142906515,0.961438699636867,0.858303093139796,0.902540176257128,0.901684873171635,0.902795778559526,0.849657470838734,1,0.949235903741437,0.910192793139071,0,0.0142,0
"CPAR2_700630",2174.66479081128,1.04940949673948,1.01232286674552,0.165039101336587,4.90835391377409e-09,1,0.162810477506257,0.335707947064289,1.0886406981875,0.000516138343126855,0.000525876833205261,0.999999995174279,1.0886406981875,0.227516395696905,0.860862126,1.34010502475,TRUE,0.0763178314419795,1.05048178246651,FALSE,TRUE,1.03863821868055,0.0587337669195698,0.966934577642765,1.16516368956526,1,889,1131,1.01842251862401,0.000541445055788505,900,697,240,333,338,442.394269351175,365,0.879730430274754,0.958671969565969,0.786936236391913,0.881458441334025,0.938529901870024,0.937604147380115,0.843547491205332,1,0.954856841735465,0.9090372733064,0,0,0
"CPAR2_109420",5132.73055236743,-0.892361587171118,-0.867438507605343,0.132003589671227,4.28721342663411e-10,1,0.390729548629233,0.181564996310961,-1.0982514056875,0.000235792868932814,0.000243147296540312,0.999999995174279,-1.0982514056875,0.157707337006954,-1.31935177,-0.96967463325,TRUE,0.230812898082157,-0.982844956646422,FALSE,FALSE,-0.905975498821488,0.0400947562357312,-0.936189644788363,-0.817408154008106,1,1172,1539,-0.918391656492228,0.00093222766105217,1100,919,186,325,215,420.44441931322,347,0.841368584758942,0.968009683555248,0.94798686711595,0.954898911353033,0.940011109053879,0.960377707831883,0.547676356230328,1,0.942209731248902,0.900282105683129,0,0.0312,0
